network,route_id,route_short_name,route_long_name,agency_id,route_type,line_number,line_number_status,direction_ids,directions,stops_count_distinct,trips_count,service_ids,premier_depart,dernier_depart,trips_without_stop_times,schedule_status
BRT,B2,B2,B2,BRT,3,B2,route_short_name tel quel,orig=GUEDIAWAYE/orig=PETERSEN,"{""orig=GUEDIAWAYE"": {""trips"": 840, ""dominant_pattern_trips"": 840, ""distinct_patterns"": 1, ""origin_stop_id"": ""0:GDWB"", ""origin_stop_name"": ""GUEDIAWAYE"", ""destination_stop_id"": ""0:PGFB"", ""destination_stop_name"": ""PETERSEN"", ""stops_in_dominant_pattern"": 7, ""trip_headsign"": ""PETERSEN"", ""trip_id_label"": """"}, ""orig=PETERSEN"": {""trips"": 894, ""dominant_pattern_trips"": 894, ""distinct_patterns"": 1, ""origin_stop_id"": ""0:PGFA"", ""origin_stop_name"": ""PETERSEN"", ""destination_stop_id"": ""0:GDWA"", ""destination_stop_name"": ""GUEDIAWAYE"", ""stops_in_dominant_pattern"": 7, ""trip_headsign"": ""GUEDIAWAYE"", ""trip_id_label"": """"}}",14,1734,"{""0_1"": 289, ""0_2"": 289, ""0_6"": 289, ""0_4"": 289, ""0_3"": 289, ""0_5"": 289}",06:03:30,21:41:30,0,SCHEDULE_PRESENT_HISTORICAL
BRT,B1,B1,B1,BRT,3,B1,route_short_name tel quel,orig=GUEDIAWAYE/orig=PETERSEN/orig=POLE GRAND MEDINE,"{""orig=GUEDIAWAYE"": {""trips"": 1022, ""dominant_pattern_trips"": 1022, ""distinct_patterns"": 1, ""origin_stop_id"": ""0:GDWB"", ""origin_stop_name"": ""GUEDIAWAYE"", ""destination_stop_id"": ""0:PGFB"", ""destination_stop_name"": ""PETERSEN"", ""stops_in_dominant_pattern"": 21, ""trip_headsign"": ""PETERSEN"", ""trip_id_label"": """"}, ""orig=PETERSEN"": {""trips"": 1100, ""dominant_pattern_trips"": 1022, ""distinct_patterns"": 2, ""origin_stop_id"": ""0:PGFA"", ""origin_stop_name"": ""PETERSEN"", ""destination_stop_id"": ""0:GDWA"", ""destination_stop_name"": ""GUEDIAWAYE"", ""stops_in_dominant_pattern"": 21, ""trip_headsign"": ""GUEDIAWAYE"", ""trip_id_label"": """"}, ""orig=POLE GRAND MEDINE"": {""trips"": 180, ""dominant_pattern_trips"": 180, ""distinct_patterns"": 1, ""origin_stop_id"": ""0:QPEM"", ""origin_stop_name"": ""POLE GRAND MEDINE"", ""destination_stop_id"": ""0:PGFB"", ""destination_stop_name"": ""PETERSEN"", ""stops_in_dominant_pattern"": 14, ""trip_headsign"": ""PETERSEN"", ""trip_id_label"": """"}}",43,2302,"{""0_1"": 345, ""1_7"": 232, ""0_2"": 345, ""0_4"": 345, ""0_3"": 345, ""0_6"": 345, ""0_5"": 345}",06:00:30,21:56:31,0,SCHEDULE_PRESENT_HISTORICAL
