network,route_id,route_short_name,route_long_name,agency_id,route_type,line_number,line_number_status,direction_ids,directions,stops_count_distinct,trips_count,service_ids,premier_depart,dernier_depart,trips_without_stop_times,schedule_status
TER,4445e51b-971b-4f1a-a94a-1ca0c9bef411-544a27a5-c6c6-4b70-b217-9c15d9b4278a,20001,Diamniadio (DIA) -> Dakar - Gare ferroviaire (DAK),82abd4ab-f3b1-4852-92bf-32d82ebc5826,2,20001,route_short_name tel quel,0,"{""0"": {""trips"": 270, ""dominant_pattern_trips"": 270, ""distinct_patterns"": 1, ""origin_stop_id"": ""4445e51b-971b-4f1a-a94a-1ca0c9bef411-00000000-0000-0000-0000-000000000000"", ""origin_stop_name"": ""Diamniadio"", ""destination_stop_id"": ""544a27a5-c6c6-4b70-b217-9c15d9b4278a-00000000-0000-0000-0000-000000000000"", ""destination_stop_name"": ""Dakar - Gare ferroviaire"", ""stops_in_dominant_pattern"": 13, ""trip_headsign"": ""Dakar - Gare ferroviaire"", ""trip_id_label"": """"}}",13,270,"{""38f23463-d512-5c3f-6ed7-33132080f1e8"": 79, ""fa54f07d-702e-e4cc-6400-6efff8c64d25"": 2, ""4cd85026-70ce-fee8-af22-6008c0215228"": 1, ""db5eb1cc-bd0f-b516-2ab4-b4cf1998f578"": 51, ""8a62eb4e-3a8e-7ba3-a39b-4df1c864209a"": 69, ""ac8d71e0-9004-ff7f-e71d-251a8d28201f"": 5, ""cec3ed22-c370-134c-6a0c-ec3b6a3117e6"": 5, ""4db2746d-049c-77fc-60e7-928aab2fc765"": 2, ""75be6f61-e1f2-c62b-c602-0ba9ba92a5eb"": 2, ""d8799802-fcc1-014a-94c9-a2270693cc9f"": 1, ""1ed51a8d-1fbd-4ba5-f69a-bb6798679894"": 51, ""68f0b070-0d73-aa17-88ce-ed18734f1fee"": 2}",05:29:59,22:52:08,0,SCHEDULE_PRESENT_HISTORICAL
TER,544a27a5-c6c6-4b70-b217-9c15d9b4278a-4445e51b-971b-4f1a-a94a-1ca0c9bef411,10001,Dakar - Gare ferroviaire (DAK) -> Diamniadio (DIA),82abd4ab-f3b1-4852-92bf-32d82ebc5826,2,10001,route_short_name tel quel,1,"{""1"": {""trips"": 262, ""dominant_pattern_trips"": 262, ""distinct_patterns"": 1, ""origin_stop_id"": ""544a27a5-c6c6-4b70-b217-9c15d9b4278a-00000000-0000-0000-0000-000000000000"", ""origin_stop_name"": ""Dakar - Gare ferroviaire"", ""destination_stop_id"": ""4445e51b-971b-4f1a-a94a-1ca0c9bef411-00000000-0000-0000-0000-000000000000"", ""destination_stop_name"": ""Diamniadio"", ""stops_in_dominant_pattern"": 13, ""trip_headsign"": ""Diamniadio"", ""trip_id_label"": """"}}",13,262,"{""38f23463-d512-5c3f-6ed7-33132080f1e8"": 81, ""db5eb1cc-bd0f-b516-2ab4-b4cf1998f578"": 50, ""8a62eb4e-3a8e-7ba3-a39b-4df1c864209a"": 60, ""ac8d71e0-9004-ff7f-e71d-251a8d28201f"": 2, ""cec3ed22-c370-134c-6a0c-ec3b6a3117e6"": 16, ""4db2746d-049c-77fc-60e7-928aab2fc765"": 3, ""1ed51a8d-1fbd-4ba5-f69a-bb6798679894"": 50}",05:30:00,22:51:33,0,SCHEDULE_PRESENT_HISTORICAL
TER,f8ec6c04-478a-40e1-842c-5c9ca5030109-544a27a5-c6c6-4b70-b217-9c15d9b4278a,20922,Yeumbeul (YEU) -> Dakar - Gare ferroviaire (DAK),82abd4ab-f3b1-4852-92bf-32d82ebc5826,2,20922,route_short_name tel quel,0,"{""0"": {""trips"": 4, ""dominant_pattern_trips"": 4, ""distinct_patterns"": 1, ""origin_stop_id"": ""f8ec6c04-478a-40e1-842c-5c9ca5030109-00000000-0000-0000-0000-000000000000"", ""origin_stop_name"": ""Yeumbeul"", ""destination_stop_id"": ""544a27a5-c6c6-4b70-b217-9c15d9b4278a-00000000-0000-0000-0000-000000000000"", ""destination_stop_name"": ""Dakar - Gare ferroviaire"", ""stops_in_dominant_pattern"": 8, ""trip_headsign"": ""Dakar - Gare ferroviaire"", ""trip_id_label"": """"}}",8,4,"{""ac8d71e0-9004-ff7f-e71d-251a8d28201f"": 2, ""68f0b070-0d73-aa17-88ce-ed18734f1fee"": 2}",08:08:31,09:45:15,0,SCHEDULE_PRESENT_HISTORICAL
TER,1d859f92-c798-4291-9631-262ed863698a-544a27a5-c6c6-4b70-b217-9c15d9b4278a,23001,Rufisque (RUF) -> Dakar - Gare ferroviaire (DAK),82abd4ab-f3b1-4852-92bf-32d82ebc5826,2,23001,route_short_name tel quel,0,"{""0"": {""trips"": 16, ""dominant_pattern_trips"": 16, ""distinct_patterns"": 1, ""origin_stop_id"": ""1d859f92-c798-4291-9631-262ed863698a-00000000-0000-0000-0000-000000000000"", ""origin_stop_name"": ""Rufisque"", ""destination_stop_id"": ""544a27a5-c6c6-4b70-b217-9c15d9b4278a-00000000-0000-0000-0000-000000000000"", ""destination_stop_name"": ""Dakar - Gare ferroviaire"", ""stops_in_dominant_pattern"": 11, ""trip_headsign"": ""Dakar - Gare ferroviaire"", ""trip_id_label"": """"}}",11,16,"{""ac8d71e0-9004-ff7f-e71d-251a8d28201f"": 8, ""68f0b070-0d73-aa17-88ce-ed18734f1fee"": 8}",08:44:27,21:54:29,0,SCHEDULE_PRESENT_HISTORICAL
TER,544a27a5-c6c6-4b70-b217-9c15d9b4278a-f8ec6c04-478a-40e1-842c-5c9ca5030109,14922,Dakar - Gare ferroviaire (DAK) -> Yeumbeul (YEU),82abd4ab-f3b1-4852-92bf-32d82ebc5826,2,14922,route_short_name tel quel,1,"{""1"": {""trips"": 4, ""dominant_pattern_trips"": 4, ""distinct_patterns"": 1, ""origin_stop_id"": ""544a27a5-c6c6-4b70-b217-9c15d9b4278a-00000000-0000-0000-0000-000000000000"", ""origin_stop_name"": ""Dakar - Gare ferroviaire"", ""destination_stop_id"": ""f8ec6c04-478a-40e1-842c-5c9ca5030109-00000000-0000-0000-0000-000000000000"", ""destination_stop_name"": ""Yeumbeul"", ""stops_in_dominant_pattern"": 8, ""trip_headsign"": ""Yeumbeul"", ""trip_id_label"": """"}}",8,4,"{""ac8d71e0-9004-ff7f-e71d-251a8d28201f"": 1, ""4db2746d-049c-77fc-60e7-928aab2fc765"": 1, ""68f0b070-0d73-aa17-88ce-ed18734f1fee"": 2}",07:35:00,09:04:39,0,SCHEDULE_PRESENT_HISTORICAL
TER,544a27a5-c6c6-4b70-b217-9c15d9b4278a-1d859f92-c798-4291-9631-262ed863698a,13005,Dakar - Gare ferroviaire (DAK) -> Rufisque (RUF),82abd4ab-f3b1-4852-92bf-32d82ebc5826,2,13005,route_short_name tel quel,1,"{""1"": {""trips"": 16, ""dominant_pattern_trips"": 16, ""distinct_patterns"": 1, ""origin_stop_id"": ""544a27a5-c6c6-4b70-b217-9c15d9b4278a-00000000-0000-0000-0000-000000000000"", ""origin_stop_name"": ""Dakar - Gare ferroviaire"", ""destination_stop_id"": ""1d859f92-c798-4291-9631-262ed863698a-00000000-0000-0000-0000-000000000000"", ""destination_stop_name"": ""Rufisque"", ""stops_in_dominant_pattern"": 11, ""trip_headsign"": ""Rufisque"", ""trip_id_label"": """"}}",11,16,"{""ac8d71e0-9004-ff7f-e71d-251a8d28201f"": 7, ""4db2746d-049c-77fc-60e7-928aab2fc765"": 1, ""68f0b070-0d73-aa17-88ce-ed18734f1fee"": 8}",07:47:00,21:21:04,0,SCHEDULE_PRESENT_HISTORICAL
